Company Name,Website,Company Linkedin Url,Facebook Url,Twitter Url,City,State,Country,Company Address,Company City,Company State,Company Country,Company Phone,SEO Description,Technologies,Annual Revenue,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At
Bhartiyneer,http://www.bhartiyneer.com,http://www.linkedin.com/company/bhartiyneer,https://facebook.com/bhartiyneer,,Jodhpur,Rajasthan,India,"Jodhpur, Rajasthan, India, 342001",Jodhpur,Rajasthan,India,+91 96369 30693,"Bhartiyneer is a creative branding & advertising agency in India provides creative branding, ecommerce, digital & social media marketing for your company.","Outlook, Nginx, YouTube, Google Font API, WordPress.org, Google Tag Manager, Facebook Widget, Facebook Login (Connect), Mobile Friendly, Facebook Custom Audiences",27840000,,,,
Websitica,http://www.websitica.com,http://www.linkedin.com/company/websitica,https://www.facebook.com/websitica,https://www.twitter.com/websitica,Chennai,Tamil Nadu,India,"Service Road, Chennai, Tamil Nadu, India, 600040",Chennai,Tamil Nadu,India,+91 76019 76099,"Ranked No. 1 Best Web Designing Company in Chennai, providing Complete Web Solutions with High Quality web Design for Affordable price in Chennai Anna Nagar.","Cloudflare DNS, Microsoft Office 365, CloudFlare Hosting, WordPress.org, Mobile Friendly, reCAPTCHA, Google Plus, Google Font API, Google Analytics, Google Play, Data Analytics",,,,,
Local Punched Pvt,http://www.localpunched.com,http://www.linkedin.com/company/localpunched,,,Noida,Uttar Pradesh,India,"Noida-Greater Noida Expressway, Noida, Uttar Pradesh, India, 201305",Noida,Uttar Pradesh,India,,,"Google Cloud Hosting, Google Tag Manager, Facebook Login (Connect), Mobile Friendly, Google Font API, Google AdSense, WordPress.org",2400000,,,,
Simext Technologies Private Limited,http://www.simext.com,http://www.linkedin.com/company/simext,,,Mumbai,Maharashtra,India,"Western Express Highway, Mumbai, Maharashtra, India, 400066",Mumbai,Maharashtra,India,+91 22 6529 3949,,"Google Cloud Hosting, SAP",2600000,,,,
Juhomi,http://www.juhomi.com,http://www.linkedin.com/company/juhomi,,https://twitter.com/juhomi,Chennai,Tamil Nadu,India,"5 Lake View Road, Chennai, Tamil Nadu, India, 600088",Chennai,Tamil Nadu,India,,Lewis - Creative Portfolio HTML Template,"Gmail, Google Apps, Amazon AWS, Google Cloud Hosting, Google Font API, Linkedin Login, Mobile Friendly, reCAPTCHA, WordPress.org, Facebook Widget, Bootstrap Framework, Linkedin Widget, Facebook Login (Connect), Google Plus, Nginx, Google Analytics, ",,,,,
Blue Rocks Events & Promotions Pvt,http://www.bluerocks.in,http://www.linkedin.com/company/blue-rocks-events-and-promotions-private-limited,https://www.facebook.com/Bluerocksindia/,https://twitter.com/bluerocksindia,Noida,Uttar Pradesh,India,"B/64, Noida, Uttar Pradesh, India, 201301",Noida,Uttar Pradesh,India,9.19811E+11,"Bluerocks is a leading event management company in Delhi & NCR, India. Event management companies, wedding planner, birthday party planner, Brand Promotions in Gwalior","Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Microsoft-IIS, Google Tag Manager, Bootstrap Framework, Google Maps, YouTube, Google Font API, ASP.NET, Mobile Friendly, IoT",,,,,
AtomX Corporation Private Limited,http://www.atomx.in,http://www.linkedin.com/company/atomxcorp,,https://twitter.com/atomx_cashless,Pune,Maharashtra,India,"Magarpatta Road, Pune, Maharashtra, India, 411028",Pune,Maharashtra,India,9.17876E+11,"AtomX provides advanced innovative solutions that are pioneering in access control, cashless payments, and live crowd engagement analytics.","Route 53, Gmail, Google Apps, Amazon AWS, WordPress.org, Facebook Login (Connect), Google Font API, Facebook Widget, Mobile Friendly, Apache, Bootstrap Framework",2000000,,Other,,4/1/2019
Modulesoft Solutions Private Limited,http://www.modulesoft.in,http://www.linkedin.com/company/modulesoft-solutions-private-limited,,,,Odisha,India,"239, Bhubaneshwar, Odisha, India, 751020",Bhubaneshwar,Odisha,India,,,"Microsoft-IIS, Google Analytics, Google AdSense, Bootstrap Framework, WordPress.org, Mobile Friendly, ASP.NET",,,,,
SARCI.in,http://www.sarci.in,http://www.linkedin.com/company/sarci-automation,,,Bengaluru,Karnataka,India,"692 17th Cross Road, Bengaluru, Karnataka, India, 560078",Bengaluru,Karnataka,India,+91 80 4852 7519,,"WordPress.org, Mobile Friendly, reCAPTCHA, Facebook Login (Connect), Google Font API, Facebook Widget, Bootstrap Framework, ",,,,,
One Tech Solutions,http://www.1techsolution.in,http://www.linkedin.com/company/1techsolutions,https://www.facebook.com/wix,https://www.twitter.com/wix,Bhiwadi,Rajasthan,India,"Bhiwadi, Rajasthan, India, 301019",Bhiwadi,Rajasthan,India,,One Tech Solutions is a leading expert in collecting Artificial Intelligence and Machine learning datasets tailored to your needs. You can always rely on us for Best Data Collection for AI/ML,"Google Cloud Hosting, Varnish, Mobile Friendly, Wix",,,,,
IndiaSMS,http://www.indiasms.com,http://www.linkedin.com/company/indiasms,https://www.facebook.com/IndiaSMS,https://twitter.com/indiasms,Mumbai,Maharashtra,India,"Abdul Kalam Azad Road, Nagpur, Maharashtra, India, 440010",Nagpur,Maharashtra,India,-8517,"IndiaSMS offers best Promotional, Transactional, Voice and Event bulk SMS service. Trusted by 10,000+ customers. Reliable Service. Best response. Try today!","Gmail, Google Apps, Amazon AWS, Google Tag Manager, Nginx, reCAPTCHA, Mobile Friendly, Apache",3000000,,,,
Cloud Web Labs,http://www.cloudweblabs.com,http://www.linkedin.com/company/cloud-web-labs,,,Ahmedabad,Gujarat,India,"Ahmedabad, Gujarat, India, 382345",Ahmedabad,Gujarat,India,+91 971 234 9515,,"Google AdSense, Nginx, Mobile Friendly, Google Font API, JQuery 1.11.1, reCAPTCHA, Bootstrap Framework, WordPress.org",,,,,
Padhchin IT and Marketing Services Private Limited,http://www.footprynt.in,http://www.linkedin.com/company/padhchin-it-and-marketing,http://facebook.com/footprynt,http://twitter.com/@footpryntapp,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India, 400092",Mumbai,Maharashtra,India,1123456789,Footprynt - Digital Marketing Company,"Route 53, Gmail, Google Apps, Amazon AWS, Google Font API, Facebook Login (Connect), Mobile Friendly, Bootstrap Framework, Render",,,,,
Belinnov Solutions,http://www.belinnov.com,http://www.linkedin.com/company/belinnovsolutions,,,,Delhi,India,"BA/38B, New Delhi, Delhi, India, 110058",New Delhi,Delhi,India,,,"Mobile Friendly, WordPress.org, Bootstrap Framework, Google Font API, SAP",,,,,
Bosontech IT Services Private Limited,http://www.bosontech.in,http://www.linkedin.com/company/bosontech,https://www.facebook.com/bosontech/,https://twitter.com/BosontechIT,Noida,Uttar Pradesh,India,"Noida, Uttar Pradesh, India",Noida,Uttar Pradesh,India,,,"Google Tag Manager, Google Font API, WordPress.org, Mobile Friendly, Apache",,,,,
Srimax,http://www.srimax.com,http://www.linkedin.com/company/srimax-software-technology,https://facebook.com/srimax.software,https://twitter.com/srimax,Chennai,Tamil Nadu,India,"Arumuganadar Road, Sivakasi, Tamil Nadu, India, 626123",Sivakasi,Tamil Nadu,India,+91 4562 293 343,"Srimax is an Offshore Outsourcing Software Development Company in India, delivers Web Development and Design Services, E-commerce solutions, Mobile apps and much more.","Bootstrap Framework, WordPress.org, Bootstrap Framework v3.1.1, Facebook Like Button, Google Tag Manager, YouTube, Linkedin Login, Mobile Friendly, Apache, Linkedin Widget",5685000,,,,
GS Tecknoserve,http://www.gsteckno.com,http://www.linkedin.com/company/gs-tecknoserve,https://www.facebook.com/gsteckno,https://twitter.com/gsteckno,Mumbai,Maharashtra,India,"Goregaon Mulund Link Road, Mumbai, Maharashtra, India, 400062",Mumbai,Maharashtra,India,+91 22 6525 2522,GS Tecknoserve - Website Designing & Web Development Company in (Mumbai) India.,"WordPress.org, Google Maps, Nginx, Bootstrap Framework, Google Maps (Non Paid Users), Google Analytics, Google Font API, Mobile Friendly, , , React Native, Node.js",,,,,
Right Side Business Solutions Private Limited,http://www.rightside.co.in,http://www.linkedin.com/company/right-side-business-solutions-private-limited,,,Mumbai,Maharashtra,India,"902, Mumbai, Maharashtra, India, 400053",Mumbai,Maharashtra,India,,,"Gmail, Google Apps, GoDaddy Hosting, Facebook Custom Audiences, Bootstrap Framework, Facebook Login (Connect), Apache, Mobile Friendly, WordPress.org, Google Font API, Woo Commerce, Facebook Widget, Google Tag Manager",,,,,
Onyx Software Solutions,http://www.onyxsoftwaresolutions.com,http://www.linkedin.com/company/onyxsoftwaresolutions,https://www.facebook.com/105436688371590,,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,,,"Amazon AWS, Mobile Friendly, ",,,,,
ZingUpLife,http://www.zinguplife.com,http://www.linkedin.com/company/zinguplife,http://www.facebook.com/zinguplife,http://www.twitter.com/zingup_life,Bengaluru,Karnataka,India,"ORR, Bengaluru, Karnataka, India, 560103",Bengaluru,Karnataka,India,+91 98863 50650,,"Gmail, Google Apps, Apache, Pusher, Mobile Friendly, Google Tag Manager, Google Analytics, Google Play, reCAPTCHA, WordPress.org, Google Maps, Bootstrap Framework, Google Font API, YouTube",,250000,Seed,250000,2/1/2016
Expedux Technologies Pvt,http://www.expedux.com,http://www.linkedin.com/company/expedux-technologies-pvt-ltd,https://www.facebook.com/dstoreretail/,https://twitter.com/expedux,Chennai,Tamil Nadu,India,"61 M T H Road, Chennai, Tamil Nadu, India, 600049",Chennai,Tamil Nadu,India,,"We are 6 years old company with more than 100+ Magento clients are on board. We have 40+ engineers who work on E-commerce, Magento and AWS technologies. We have customers in US, UK and Canada.","reCAPTCHA, Apache, Google Tag Manager, Mobile Friendly, WordPress.org, Ubuntu, Google Font API, Bootstrap Framework",6115000,,,,
Grandes Mentes Technologies Pvt,http://www.grandes-mentes.com,http://www.linkedin.com/company/grandes-mentes-technologies-pvt-ltd,,,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,+91(777) 494-0375,Grandes Mentes provides RFID-based industrial and non-industrial solutions.,"Google Cloud Hosting, Mobile Friendly, Apache, Varnish, WordPress.org, Google Font API, Wix, IoT",,,,,
Zyfoxe,http://www.zyfoxe.com,http://www.linkedin.com/company/zyfoxe,https://www.facebook.com/zyfoxe,https://twitter.com/zyfoxe_studio,Kottayam,Kerala,India,"Civil Line Road, Ernakulam, Kerala, India, 682021",Ernakulam,Kerala,India,,Creative Portfolio,"Cloudflare DNS, CloudFlare Hosting, Mobile Friendly, Bootstrap Framework",22500000,,,,
Bitkart Retail,http://www.bitkart.com,http://www.linkedin.com/company/bitkart-retail-llp,https://www.facebook.com/Bitkart-297204537554173,,Gurugram,Haryana,India,"New Delhi, Delhi, India, 110019",New Delhi,Delhi,India,,,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Magento 2 Community, Adobe Marketing Cloud, Nginx, Facebook Login (Connect), Facebook Custom Audiences, Google Tag Manager, New Relic, Varnish, Facebook Widget, Bootstrap Framework, Google Font API, Mobile Friendly",,,,,
CyberX,http://www.cyberxtechnologies.com,http://www.linkedin.com/company/cyberx-technologies,https://www.facebook.com/www.cyberxtechnologies.co/,https://twitter.com/cyberxtechno,,Uttar Pradesh,India,"120, Kanpur, Uttar Pradesh, India, 208025",Kanpur,Uttar Pradesh,India,,"Cyber X Technologies is first training institute of CCNA, ethical hacking, Palo alto & Cyber security Certifications in Kanpur Uttar Pradesh India. Cyber X offer trainings on courses like CCNA, CCNA Security, CCNA Voice, CCNP, CCSP/CCNP Security, CCIP, CCVP/CCNP Voice, CCDA, CCIE Routing and Switching, CCIE Security, CCIE Voice, Cyber security Microsoft, MCSE, MCSA, MCITP,RHEL, CERTIFIED ETHICAL HACKING (CEHv9), CHFI, ENSA, ECSA, CHECKPOINT, Palo Alto Network, f5 load balancer training Certifications Programs.","Apache, Google Tag Manager, Google Font API, Facebook Login (Connect), Facebook Widget, YouTube, Facebook Custom Audiences, JQuery 1.11.1, Mobile Friendly, Google Maps, Bootstrap Framework",,,,,
Teleglobal Communications Pvt,http://www.teleglobals.com,http://www.linkedin.com/company/teleglobals,https://www.facebook.com/Teleglobal-International-109322701264664,https://twitter.com/Teleglobals,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,13159613294,"TeleGlobal is an AWS cloud service provider serving AWS consulting services. Amazon Web Services (AWS) offers more than 200 fully featured services from data centers across the world, making it the most complete and widely used cloud platform.","Outlook, Microsoft Office 365, GoDaddy Hosting, Facebook Widget, Apache, Facebook Custom Audiences, Bootstrap Framework, Mobile Friendly, Eventbrite, Google Font API, WordPress.org, Facebook Login (Connect), Google Tag Manager, IoT, ",,,,,
Stonemobile India Pvt,http://www.stonemobilehk.com,http://www.linkedin.com/company/stonemobile-india-pvt.-ltd.,,,Gurgaon,Haryana,India,"48 Sohna Road, Gurugram, Haryana, India, 122101",Gurugram,Haryana,India,,,Nginx,,,,,
Ethnic Rajasthan,http://www.ethnicrajasthan.com,http://www.linkedin.com/company/ethnic-rajasthan,https://www.facebook.com/ethnicrajasthan,,Jaipur,Rajasthan,India,"Jaipur, Rajasthan, India",Jaipur,Rajasthan,India,,"Discover ethnic rajasthani home furnishings and lifestyle products at the best prices. Best collection of bedsheets, blankets, cushions and many more.","Outlook, Shopify, Lucky Orange, Yotpo, Mobile Friendly, Google Tag Manager",,,,,
JM Design Studio Pvt,http://www.joshmachines.com,http://www.linkedin.com/company/josh-machines-studio,https://www.facebook.com/JoshMachines,https://twitter.com/Josh_Machines,Gurgaon,Haryana,India,"Gurugram, Haryana, India, 122001",Gurugram,Haryana,India,+91(981) 094-1289,"We at JMDS understand that businesses often need an IT partner that can help them manage their existing IT softwares, ERP, or CRM models, and evolve the","Cloudflare DNS, CloudFlare Hosting, Google Tag Manager, Google Font API, WordPress.org, Bootstrap Framework, Mobile Friendly",4091000,,,,
Pixotronics,http://www.pixotronics.com,http://www.linkedin.com/company/pixotronics,,,,,India,"Bannergatta Road, Bengaluru, Karnataka, India, 560076",Bengaluru,Karnataka,India,+91 97312 17354,Best in class services to build rich 3D experiences on the web.,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Hubspot, CloudFlare, Google Tag Manager, Mobile Friendly",,,,,
PlayMyPlay,http://www.playmyplay.com,http://www.linkedin.com/company/playmyplay,,,,Delhi,India,"New Delhi, Delhi, India, 110001",New Delhi,Delhi,India,,,"ElasticEmail, Sendgrid, Gmail, Google Apps, Amazon AWS, ",,,,,
Revron Tech,http://www.revrontech.com,http://www.linkedin.com/company/revron-tech,,,,Delhi,India,"Uttar Pradesh, India, 201301",,Uttar Pradesh,India,,,"Gmail, Google Apps, Amazon AWS, Mobile Friendly, Google Tag Manager, Bootstrap Framework, Google Font API, Apache",,,,,
Wesscosoft Technologies Private Limited,http://www.wesscosoft.com,http://www.linkedin.com/company/wesscosoft,https://facebook.com/pages/Wesscosoft-Technologies/238839009571651,https://twitter.com/Wesscosoft,Chennai,Tamil Nadu,India,"1 2nd Cross Street, Tiruchirappalli, Tamil Nadu, India, 620017",Tiruchirappalli,Tamil Nadu,India,,The Perfect Web Partner,"Outlook, WordPress.org, Mobile Friendly, ",3839000,,,,
ProbLab Technologies Pvt,http://www.problab.in,http://www.linkedin.com/company/problabs,,http://twitter.com/problabs,,Chandigarh,India,"Khuda Lahora Road, Chandigarh, India, 160014",,Chandigarh,India,-9878872986,,"Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, WordPress.org, Google Tag Manager, Google Font API, Google Maps, Mobile Friendly, reCAPTCHA, Google Workspace, ",,,,,
Firstatom,http://www.firstatom.org,http://www.linkedin.com/company/first-atom,,,Sahibzada Ajit Singh Nagar,Punjab,India,"New Delhi, Delhi, India",New Delhi,Delhi,India,,"Web Development, CMS, ECommerce, Android, iOS/iPhone, DBMS, Internet Marketing, India","SendInBlue, Bootstrap Framework, ASP.NET, Mobile Friendly, Google Font API, Google Analytics, Microsoft-IIS",,,,,
Khanna Travels and Holidays,http://www.khannatravels.com,http://www.linkedin.com/company/khanna-travels-and-holidays,https://www.facebook.com/khannatravels.holidays,https://twitter.com/KhannaHolidays,Mumbai,Maharashtra,India,"Navi Mumbai, Maharashtra, India, 400705",Navi Mumbai,Maharashtra,India,+91 22 4155 5555,"Redefine your holidays with Khanna Travels. Book customized holiday packages with exciting deals on luxurious stays, air tickets & visa passport services.","Gmail, Google Apps, Google Tag Manager, Mobile Friendly, Google AdSense, Google AdWords Conversion, Bootstrap Framework, JQuery 1.11.1, Google Font API, Apache",,,,,
